sex,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,start,end,event,custody_duration,jail_duration_hours,two_year_recid
Male,25 - 45,African-American,1,9,0,0,10,-1.0,1.0,F,arrest case no charge,1,1,9,High,5,Medium,10,0,98,1,30.0,26.175,1
Male,25 - 45,African-American,0,6,0,0,8,-1.0,1.0,M,Battery,1,0,6,Medium,6,Medium,8,0,304,1,1.0,22.325833333333332,1
Female,Less than 25,Caucasian,0,7,3,1,3,-1.0,1.0,M,Battery,1,1,7,Medium,7,Medium,3,0,213,1,32.0,24.06222222222222,1
Male,25 - 45,African-American,0,5,0,0,8,-1.0,1.0,F,arrest case no charge,1,0,5,Medium,2,Low,8,13,762,1,1.0,340.05944444444447,0
Male,25 - 45,Caucasian,0,6,0,0,1,-77.0,77.0,F,Grand Theft in the 3rd Degree,0,0,6,Medium,3,Low,1,0,995,0,1.0,22.040277777777778,0
Male,Less than 25,African-American,1,10,0,0,12,0.0,0.0,F,Possession of Cocaine,1,0,10,High,8,High,12,35,125,1,4.0,846.2527777777777,1
Male,Greater than 45,African-American,0,1,0,0,4,-66.0,67.0,M,arrest case no charge,0,0,1,Low,1,Low,4,0,1046,0,66.0,1593.3447222222221,0
Male,25 - 45,African-American,0,10,8,2,12,-1.0,1.0,F,Possession of Cocaine,1,0,10,High,7,Medium,12,75,295,1,76.0,1830.5308333333332,1
Female,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,Low,1,Low,0,0,805,0,1.0,17.523888888888887,0
Male,25 - 45,Caucasian,0,2,0,0,0,-1.0,2.0,F,Possession of Cannabis,0,0,2,Low,2,Low,0,0,794,0,0.0,5.269722222222223,0
Male,25 - 45,Other,0,2,0,0,0,-1.0,1.0,F,Agg Battery Grt/Bod/Harm,0,0,2,Low,2,Low,0,1,1151,0,2.0,46.40083333333333,0
Male,Less than 25,African-American,0,4,0,0,1,216.0,298.0,F,arrest case no charge,0,0,4,Low,4,Low,1,0,216,0,1.0,17.9575,0
Female,25 - 45,Caucasian,0,10,0,0,6,-1.0,1.0,F,Grand Theft (Motor Vehicle),0,0,10,High,9,High,6,0,286,0,1.0,28.692777777777778,0
Male,25 - 45,African-American,0,9,0,0,15,-1.0,1.0,M,Resist/Obstruct W/O Violence,1,1,9,High,6,Medium,15,0,48,1,1492.0,22.3125,1
Female,Greater than 45,African-American,0,6,0,0,5,-1.0,1.0,F,Unlicensed Telemarketing,0,0,6,Medium,4,Low,5,1,787,0,2.0,43.306111111111115,0
Male,25 - 45,African-American,1,7,0,0,6,-1.0,1.0,F,Issuing a Worthless Draft,1,0,7,Medium,8,High,6,0,397,1,5.0,21.465,1
Male,25 - 45,African-American,0,5,1,0,6,-8.0,8.0,M,arrest case no charge,0,0,5,Medium,4,Low,6,0,632,0,15.0,45.92805555555555,0
Female,Less than 25,Caucasian,0,6,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,6,Medium,6,Medium,1,0,1180,0,1.0,19.411944444444444,0
Male,25 - 45,African-American,0,6,0,0,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",0,0,6,Medium,5,Medium,0,0,889,0,0.0,4.738611111111111,0
Male,Greater than 45,Other,0,2,0,0,6,-1.0,1.0,F,Possession of Cocaine,1,0,2,Low,1,Low,6,1,117,0,7.0,46.83972222222222,1
Male,25 - 45,African-American,0,9,0,0,4,-1.0,1.0,F,Driving While License Revoked,1,0,9,High,7,Medium,4,0,150,0,10.0,22.158333333333335,0
Male,Less than 25,African-American,2,6,1,0,3,0.0,0.0,M,Battery,1,0,6,Medium,8,High,3,0,198,1,0.0,6.228888888888889,1
Male,25 - 45,Hispanic,0,3,0,0,6,-10.0,10.0,M,Unlaw LicTag/Sticker Attach,1,0,3,Low,2,Low,6,0,23,1,0.0,23.11138888888889,1
Male,Greater than 45,African-American,0,1,0,0,4,-1.0,1.0,F,arrest case no charge,0,0,1,Low,1,Low,4,1,1061,0,2.0,47.63944444444444,0
Male,Less than 25,Hispanic,0,5,0,0,0,0.0,0.0,F,arrest case no charge,1,0,5,Medium,4,Low,0,1,31,1,1.0,19.897777777777776,1
Male,25 - 45,Other,0,4,0,0,1,-1.0,1.0,F,D.U.I. Serious Bodily Injury,1,0,4,Low,5,Medium,1,67,365,1,1.0,1632.7247222222222,1
Female,Greater than 45,African-American,0,6,0,3,18,-85.0,84.0,F,arrest case no charge,1,0,6,Medium,1,Low,18,0,56,1,1798.0,1297.2919444444444,1
Female,25 - 45,African-American,0,9,0,0,13,-1.0,1.0,F,Possession of Cocaine,1,0,9,High,3,Low,13,32,94,1,44.0,798.805,1
Male,Less than 25,African-American,0,10,0,0,1,0.0,0.0,F,Grand Theft in the 3rd Degree,1,0,10,High,10,High,1,1,148,1,1.0,22.016944444444444,1
Male,25 - 45,Caucasian,0,5,0,0,10,-1.0,1.0,F,arrest case no charge,1,0,5,Medium,4,Low,10,0,216,1,1.0,27.3725,1
Male,25 - 45,Caucasian,0,8,0,3,10,0.0,0.0,M,Driving License Suspended,1,1,8,High,7,Medium,10,1,94,0,9.0,20.6325,1
Male,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,F,Felony Battery (Dom Strang),0,0,1,Low,1,Low,0,0,1038,0,1.0,14.074722222222222,0
Male,Greater than 45,Caucasian,0,5,0,0,1,-1.0,1.0,M,Battery,0,0,5,Medium,3,Low,1,0,870,0,1.0,13.831944444444444,0
Male,25 - 45,Hispanic,0,8,0,0,7,269.0,146.0,F,Possession of Cannabis,1,1,8,High,7,Medium,7,0,268,1,1.0,6.6563888888888885,1
Male,25 - 45,African-American,2,8,0,1,14,41.0,1.0,M,arrest case no charge,1,0,8,High,9,High,14,0,41,0,6.0,142.41944444444445,1
Male,Greater than 45,Caucasian,0,2,0,0,1,693.0,137.0,F,arrest case no charge,0,0,2,Low,4,Low,1,0,693,0,56.0,1334.5413888888888,0
Male,Greater than 45,Caucasian,0,1,0,0,3,-52.0,52.0,M,Fraud Obtain Food or Lodging,0,0,1,Low,1,Low,3,0,793,0,12.0,295.38055555555553,0
Male,25 - 45,African-American,0,1,0,0,2,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,1,Low,2,Low,2,1,1050,0,2.0,40.88916666666667,0
Male,Less than 25,African-American,0,7,0,0,0,-1.0,1.0,F,Uttering a Forged Instrument,1,0,7,Medium,7,Medium,0,1,93,1,120.0,43.40472222222222,1
Female,25 - 45,African-American,1,4,0,0,1,-1.0,1.0,M,Battery,1,0,4,Low,7,Medium,1,0,288,1,1.0,20.977222222222224,1
Male,25 - 45,Caucasian,1,8,0,1,9,-1.0,1.0,F,Tampering With Physical Evidence,1,0,8,High,7,Medium,9,1,16,1,78.0,45.19361111111111,1
Male,25 - 45,African-American,0,4,0,0,2,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,4,Low,4,Low,2,0,836,0,1.0,14.734444444444444,0
Female,25 - 45,Caucasian,0,4,0,0,1,-2.0,2.0,M,Aide/Abet Prostitution Lewdness,1,0,4,Low,4,Low,1,0,44,1,1.0,23.558888888888887,1
Male,Less than 25,African-American,0,3,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,3,Low,5,Medium,0,0,50,0,9.0,25.87388888888889,1
Female,Less than 25,African-American,0,6,0,0,0,-1.0,1.0,F,Uttering a Forged Instrument,0,0,6,Medium,7,Medium,0,0,904,0,1.0,22.74,0
Male,Greater than 45,Caucasian,0,8,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,8,High,3,Low,0,67,320,1,68.0,1633.7855555555554,1
Male,25 - 45,African-American,0,9,0,1,4,-1.0,1.0,F,Burglary Unoccupied Dwelling,1,1,9,High,8,High,4,169,358,0,11.0,4078.2455555555557,1
Male,25 - 45,African-American,0,7,0,0,7,-1.0,1.0,F,Tampering With Physical Evidence,0,0,7,Medium,3,Low,7,0,171,0,1.0,29.460833333333333,0
Male,25 - 45,Caucasian,0,6,0,0,5,0.0,1.0,F,Tampering With Physical Evidence,1,0,6,Medium,4,Low,5,0,703,1,1.0,7.095,1
Male,Greater than 45,Other,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,Low,1,Low,0,6,835,0,7.0,170.13,0
Male,Less than 25,African-American,0,3,0,0,0,-1.0,1.0,M,Driving Under The Influence,0,0,3,Low,4,Low,0,0,1077,0,1.0,24.4725,0
Male,25 - 45,African-American,0,10,0,0,15,-1.0,1.0,F,Live on Earnings of Prostitute,1,0,10,High,9,High,15,93,364,0,5.0,2255.869722222222,1
Male,Greater than 45,Caucasian,0,2,0,0,5,-1.0,1.0,M,DUI Property Damage/Injury,0,0,2,Low,3,Low,5,4,1095,0,5.0,117.04166666666667,0
Male,Greater than 45,Caucasian,0,3,0,0,2,-1.0,1.0,M,Viol Injunct Domestic Violence,0,0,3,Low,1,Low,2,56,1093,0,57.0,1364.3105555555555,0
Male,Greater than 45,African-American,0,8,0,0,21,-1.0,1.0,F,arrest case no charge,1,0,8,High,3,Low,21,937,1083,1,489.0,10778.358888888888,1
Male,Greater than 45,Caucasian,0,10,0,0,8,-290.0,290.0,F,Grand Theft in the 3rd Degree,1,0,10,High,6,Medium,8,0,488,1,2.0,6968.760833333334,1
Male,Greater than 45,Asian,0,1,0,0,0,-2.0,3.0,F,Aggravated Assault w/Firearm,0,0,1,Low,1,Low,0,0,910,0,2.0,47.7575,0
Female,25 - 45,Caucasian,0,6,0,0,3,0.0,720.0,F,Burglary Structure Unoccup,1,0,6,Medium,2,Low,3,0,9,1,0.0,5.2975,1
Male,25 - 45,African-American,0,4,0,0,1,0.0,0.0,M,Battery,0,0,4,Low,4,Low,1,1,1062,0,1.0,30.464444444444446,0
Male,25 - 45,Other,0,1,0,0,6,-1.0,1.0,F,Felony Driving While Lic Suspd,1,0,1,Low,1,Low,6,2,692,1,3.0,64.20611111111111,1
Male,25 - 45,Hispanic,1,7,0,1,7,-1.0,1.0,F,Felony Battery (Dom Strang),1,0,7,Medium,2,Low,7,0,2,1,8.0,27.927222222222223,1
Male,Less than 25,African-American,0,5,0,0,0,-1.0,1.0,F,Grand Theft (Motor Vehicle),0,0,5,Medium,5,Medium,0,1,939,0,2.0,48.78527777777778,0
Male,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,F,Possession of Cocaine,0,0,3,Low,4,Low,0,0,474,0,7.0,21.611666666666668,0
Male,Less than 25,Hispanic,0,6,0,0,0,-1.0,1.0,F,Corrupt Public Servant,1,0,6,Medium,7,Medium,0,24,30,1,25.0,604.8458333333333,1
Male,Less than 25,African-American,0,3,0,1,0,-2.0,2.0,F,Battery on Law Enforc Officer,1,0,3,Low,7,Medium,0,0,570,1,1.0,19.910555555555554,1
Male,25 - 45,African-American,0,10,0,0,7,0.0,0.0,F,arrest case no charge,1,0,10,High,10,High,7,35,371,0,26.0,828.4772222222222,1
Male,25 - 45,African-American,0,9,1,0,18,0.0,0.0,F,Possession of Cocaine,1,0,9,High,7,Medium,18,0,148,0,0.0,7.585833333333333,1
Male,Greater than 45,Hispanic,0,1,0,0,0,-1.0,1.0,M,Battery,1,0,1,Low,1,Low,0,0,34,1,1.0,20.06,1
Male,25 - 45,Caucasian,0,9,0,0,16,0.0,0.0,F,arrest case no charge,1,0,9,High,7,Medium,16,354,381,0,1.0,845.4522222222222,1
Male,Less than 25,African-American,0,4,0,0,0,-1.0,1.0,F,Resist Officer w/Violence,1,1,4,Low,7,Medium,0,0,23,1,57.0,17.819166666666668,1
Male,25 - 45,African-American,0,4,0,0,2,-1.0,1.0,F,Felony Driving While Lic Suspd,0,0,4,Low,1,Low,2,0,1145,0,1.0,27.885,0
Male,25 - 45,Caucasian,0,8,0,0,5,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,8,High,8,High,5,2,194,1,3.0,68.76,1
Male,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,F,Manufacture Cannabis,1,1,3,Low,2,Low,0,0,165,1,21.0,13.8775,1
Male,25 - 45,Caucasian,0,2,0,0,0,-1.0,1.0,M,Battery,0,0,2,Low,3,Low,0,1,908,0,2.0,43.98361111111111,0
Male,Less than 25,Hispanic,0,7,0,0,3,0.0,0.0,F,Possession of Cocaine,1,0,7,Medium,5,Medium,3,3,166,1,3.0,78.01138888888889,1
Male,25 - 45,African-American,2,10,0,0,8,-49.0,49.0,F,Felony Battery (Dom Strang),1,0,10,High,7,Medium,8,0,274,1,6.0,171.99277777777777,1
Male,25 - 45,African-American,0,6,0,0,7,-1.0,1.0,F,arrest case no charge,0,0,6,Medium,4,Low,7,17,918,0,18.0,434.97305555555556,0
Male,25 - 45,African-American,0,5,0,0,3,114.0,1257.0,F,Dealing in Stolen Property,1,0,5,Medium,5,Medium,3,0,114,0,27.0,644.2077777777778,1
Male,25 - 45,Caucasian,0,6,0,0,4,-56.0,56.0,F,Burglary Dwelling Assault/Batt,0,0,6,Medium,5,Medium,4,0,364,0,1.0,1344.2480555555555,0
Female,Less than 25,African-American,0,3,0,0,0,-2.0,2.0,F,Deliver Cocaine,0,0,3,Low,3,Low,0,0,980,0,1.0,21.9875,0
Male,25 - 45,Caucasian,0,7,0,0,0,-1.0,1.0,F,Driving While License Revoked,0,0,7,Medium,4,Low,0,3,295,0,39.0,97.10472222222222,0
Male,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,F,Felony/Driving Under Influence,0,0,1,Low,1,Low,0,0,894,0,1.0,15.487777777777778,0
Female,Less than 25,African-American,0,7,0,0,0,0.0,0.0,M,Battery,0,0,7,Medium,5,Medium,0,1,857,0,1.0,21.58972222222222,0
Female,25 - 45,Caucasian,0,8,0,1,2,-1.0,1.0,F,Burglary Structure Unoccup,1,0,8,High,5,Medium,2,0,93,1,126.0,26.912777777777777,1
Male,25 - 45,African-American,0,2,0,1,0,0.0,1.0,F,Cruelty Toward Child,0,0,2,Low,3,Low,0,0,1118,0,0.0,-5.085555555555556,0
Female,25 - 45,Caucasian,0,8,0,0,1,-1.0,2.0,F,Possession of Oxycodone,1,0,8,High,3,Low,1,0,77,1,107.0,7.068611111111111,1
Male,Greater than 45,African-American,0,5,0,0,16,0.0,1.0,M,Battery,1,0,5,Medium,2,Low,16,12,90,1,359.0,291.4913888888889,1
Male,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,F,Battery on a Person Over 65,0,0,1,Low,1,Low,0,0,1136,0,1.0,20.664722222222224,0
Female,25 - 45,Caucasian,0,6,0,0,7,-1.0,1.0,F,Felony Petit Theft,1,0,6,Medium,2,Low,7,6,13,1,62.0,171.9686111111111,1
Male,Greater than 45,Hispanic,0,6,0,0,6,630.0,285.0,F,arrest case no charge,0,0,6,Medium,4,Low,6,0,630,0,41.0,982.1341666666667,0
Male,25 - 45,African-American,0,9,0,0,18,0.0,1.0,M,Operating W/O Valid License,1,0,9,High,10,High,18,1,4,1,1.0,27.289722222222224,1
Male,25 - 45,African-American,0,8,0,0,0,-1.0,1.0,F,Possession of Cocaine,1,1,8,High,3,Low,0,32,134,1,33.0,800.0552777777777,1
Male,Less than 25,African-American,0,2,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,2,Low,3,Low,1,0,91,0,9.0,16.965555555555557,0
Male,Less than 25,Other,0,5,0,0,0,-1.0,1.0,F,Attempted Burg/Convey/Unocc,1,0,5,Medium,7,Medium,0,1,235,0,32.0,48.30111111111111,1
Male,25 - 45,African-American,0,1,0,0,7,-1.0,1.0,F,Driving While License Revoked,0,0,1,Low,1,Low,7,0,830,0,1.0,16.390555555555554,0
Female,25 - 45,Caucasian,0,10,0,0,12,-1.0,1.0,F,Possession of Cocaine,1,0,10,High,5,Medium,12,2,97,1,3.0,73.29055555555556,1
Male,25 - 45,Hispanic,0,4,0,0,3,-6.0,6.0,M,Driving Under The Influence,0,0,4,Low,5,Medium,3,0,813,0,2.0,50.728611111111114,0
Male,25 - 45,Caucasian,0,4,0,0,6,-1.0,1.0,F,Carrying Concealed Firearm,0,0,4,Low,2,Low,6,0,896,0,7.0,19.016944444444444,0
Male,Less than 25,Asian,0,6,0,0,4,-120.0,19.0,F,arrest case no charge,1,1,6,Medium,4,Low,4,0,296,0,0.0,0.8511111111111112,1
Male,25 - 45,Other,0,9,0,0,13,-1.0,1.0,F,Deliver Cannabis,1,1,9,High,5,Medium,13,0,21,1,2.0,28.46361111111111,1
Male,25 - 45,African-American,0,3,0,0,4,326.0,2.0,F,Possession of Cocaine,0,0,3,Low,2,Low,4,0,326,0,6.0,142.57055555555556,0
Male,25 - 45,Caucasian,0,3,0,0,3,0.0,1.0,M,Battery,1,0,3,Low,3,Low,3,0,24,1,1.0,7.522777777777778,1
Male,25 - 45,Caucasian,0,3,0,0,1,-1.0,1.0,M,Battery,0,0,3,Low,4,Low,1,30,1038,0,31.0,750.7980555555556,0
Male,Less than 25,Hispanic,0,2,0,1,0,-1.0,1.0,F,arrest case no charge,1,0,2,Low,3,Low,0,0,149,1,1.0,23.88,1
Male,25 - 45,African-American,0,3,0,0,3,-1.0,1.0,M,Battery,0,0,3,Low,2,Low,3,80,1159,0,81.0,1941.9094444444445,0
Male,25 - 45,African-American,0,2,0,0,1,0.0,0.0,F,Possession Of Methamphetamine,0,0,2,Low,3,Low,1,0,752,0,0.0,3.002222222222222,0
Male,Greater than 45,Caucasian,0,1,0,0,2,-1.0,0.0,F,arrest case no charge,0,0,1,Low,1,Low,2,7,788,0,8.0,191.41166666666666,0
Male,Less than 25,Hispanic,0,2,0,0,1,-19.0,1.0,F,arrest case no charge,1,0,2,Low,4,Low,1,0,696,1,41.0,431.09944444444443,1
Male,25 - 45,Caucasian,0,5,0,0,1,-3.0,3.0,F,Battery on Law Enforc Officer,0,0,5,Medium,2,Low,1,0,941,0,1.0,17.0275,0
Male,Less than 25,African-American,0,5,0,0,0,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,5,Medium,8,High,0,3,1090,0,4.0,92.61805555555556,0
Male,Less than 25,African-American,0,4,0,0,0,0.0,0.0,F,Possession Firearm School Prop,0,0,4,Low,8,High,0,2,753,0,2.0,54.94361111111111,0
Male,25 - 45,African-American,0,5,0,0,6,-1.0,1.0,M,Battery,1,0,5,Medium,8,High,6,4,180,1,5.0,124.78083333333333,1
Male,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,F,Felony Battery (Dom Strang),0,0,1,Low,1,Low,0,0,956,0,1.0,19.27611111111111,0
Male,25 - 45,African-American,0,4,1,1,4,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,4,Low,3,Low,4,1,589,1,2.0,46.055277777777775,1
Male,Less than 25,African-American,0,4,0,0,2,-1.0,1.0,F,Burglary Conveyance Unoccup,1,0,4,Low,7,Medium,2,0,17,0,38.0,24.61888888888889,1
Male,25 - 45,African-American,0,10,0,0,7,-1.0,1.0,F,arrest case no charge,1,0,10,High,7,Medium,7,0,185,1,240.0,19.796666666666667,1
Female,25 - 45,Caucasian,0,7,0,0,0,0.0,1.0,M,Driving License Suspended,1,0,7,Medium,3,Low,0,2,416,0,8.0,50.94305555555555,1
Female,25 - 45,Caucasian,0,2,0,0,5,-29.0,149.0,F,Burglary Dwelling Assault/Batt,1,0,2,Low,2,Low,5,0,833,1,5.0,110.28583333333333,0
Male,Greater than 45,Caucasian,0,1,0,0,2,-44.0,45.0,M,Susp Drivers Lic 1st Offense,0,0,1,Low,1,Low,2,0,56,0,54.0,766.5875,0
Male,25 - 45,African-American,0,4,0,0,2,-1.0,1.0,F,arrest case no charge,0,0,4,Low,4,Low,2,0,472,0,4.0,25.650555555555556,0
Male,25 - 45,Caucasian,0,7,1,0,15,-1.0,1.0,F,Possession of Cocaine,0,0,7,Medium,6,Medium,15,0,780,0,1.0,24.9375,0
Male,Greater than 45,African-American,0,4,0,0,4,-1.0,1.0,F,Felony Driving While Lic Suspd,1,0,4,Low,4,Low,4,0,460,1,1.0,19.84027777777778,1
Female,25 - 45,African-American,0,5,0,0,4,-1.0,1.0,F,Crimin Mischief Damage $1000+,0,0,5,Medium,2,Low,4,0,894,0,1.0,24.747777777777777,0
Male,Less than 25,Caucasian,0,3,0,0,0,-1.0,1.0,M,Battery,1,0,3,Low,5,Medium,0,0,598,1,1.0,18.515833333333333,1
Female,Greater than 45,African-American,0,9,0,0,7,-1.0,1.0,F,Possession of Cocaine,1,0,9,High,2,Low,7,0,180,1,1567.0,18.710555555555555,1
Male,25 - 45,Caucasian,0,8,0,0,3,-1.0,1.0,F,Driving While License Revoked,0,0,8,High,5,Medium,3,241,382,0,17.0,5807.843888888889,0
Male,25 - 45,African-American,0,5,0,0,8,-1.0,1.0,M,Battery,0,0,5,Medium,5,Medium,8,0,1142,0,1.0,26.373055555555556,0
Male,25 - 45,African-American,0,10,0,0,7,-1.0,1.0,F,"Poss3,4 Methylenedioxymethcath",1,0,10,High,9,High,7,2,14,1,3.0,67.8575,1
Female,25 - 45,Caucasian,0,2,0,0,0,0.0,1.0,M,Battery,0,0,2,Low,2,Low,0,4,1106,0,4.0,93.75722222222223,0
Male,Less than 25,Caucasian,0,3,0,3,0,0.0,0.0,F,Felony Battery (Dom Strang),1,0,3,Low,5,Medium,0,1,391,0,0.0,19.863888888888887,1
Male,Less than 25,African-American,0,7,0,0,0,-1.0,1.0,F,Burglary Unoccupied Dwelling,1,1,7,Medium,7,Medium,0,49,308,1,19.0,1203.2875,1
Male,25 - 45,African-American,0,10,0,1,14,-1.0,1.0,F,Driving While License Revoked,1,0,10,High,8,High,14,1,63,0,115.0,44.32194444444445,1
Male,25 - 45,African-American,0,2,0,0,1,-1.0,1.0,M,Battery,0,0,2,Low,3,Low,1,0,1109,0,1.0,19.268055555555556,0
Male,25 - 45,Caucasian,0,6,0,0,5,-1.0,1.0,F,Possession of Cocaine,1,0,6,Medium,6,Medium,5,5,132,1,6.0,148.27166666666668,1
Male,Less than 25,African-American,0,9,0,0,2,-1.0,4.0,M,Battery,1,0,9,High,9,High,2,1,14,1,2.0,50.74166666666667,1
Female,Less than 25,Other,0,4,0,0,1,-1.0,1.0,M,Battery,0,0,4,Low,6,Medium,1,0,761,0,1.0,24.08972222222222,0
Male,25 - 45,African-American,0,2,0,0,0,0.0,0.0,M,Battery,0,0,2,Low,3,Low,0,1,1087,0,1.0,24.749166666666667,0
Male,Less than 25,Caucasian,0,3,0,0,0,-1.0,1.0,F,Falsely Impersonating Officer,0,0,3,Low,4,Low,0,1,815,0,2.0,54.562222222222225,0
Male,25 - 45,African-American,0,9,0,0,29,296.0,1.0,F,Possession of Cocaine,1,0,9,High,1,Low,29,0,296,0,20.0,480.52777777777777,1
Female,Greater than 45,Caucasian,0,1,0,0,1,339.0,30.0,M,Battery,1,1,1,Low,1,Low,1,0,339,1,31.0,745.8277777777778,1
Female,25 - 45,African-American,0,2,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,2,Low,1,Low,1,0,838,0,1.0,27.219444444444445,0
Male,Less than 25,African-American,0,3,0,0,0,-1.0,1.0,M,Battery,1,1,3,Low,4,Low,0,0,294,1,193.0,23.43722222222222,1
Male,Less than 25,African-American,0,10,0,1,1,0.0,0.0,F,Possession of Cocaine,1,0,10,High,10,High,1,1,172,0,177.0,23.93888888888889,1
Male,25 - 45,African-American,0,6,0,0,6,-1.0,1.0,F,Felony Driving While Lic Suspd,1,1,6,Medium,5,Medium,6,0,164,1,32.0,25.000833333333333,1
Male,25 - 45,Hispanic,1,9,4,0,10,-1.0,1.0,F,Driving While License Revoked,1,0,9,High,9,High,10,7,78,1,17.0,188.36555555555555,1
Female,Less than 25,Hispanic,0,4,0,0,1,-4.0,4.0,F,Possession Of Amphetamine,0,0,4,Low,5,Medium,1,0,1103,0,1.0,23.378055555555555,0
Male,25 - 45,African-American,0,5,0,0,4,-1.0,1.0,M,Assault,1,0,5,Medium,6,Medium,4,0,767,1,1.0,23.84722222222222,0
Female,25 - 45,African-American,0,9,0,0,0,-6.0,6.0,M,Robbery / No Weapon,0,0,9,High,7,Medium,0,0,46,0,4.0,154.00166666666667,0
Female,Greater than 45,Caucasian,0,1,0,0,7,-8.0,8.0,M,Criminal Mischief Damage <$200,1,0,1,Low,1,Low,7,0,446,1,5.0,190.00333333333333,1
Male,25 - 45,African-American,0,2,0,0,1,-1.0,1.0,F,False Imprisonment,0,0,2,Low,2,Low,1,98,882,0,99.0,2370.275833333333,0
Male,Greater than 45,Hispanic,0,1,0,0,0,0.0,1.0,F,Felony Battery (Dom Strang),0,0,1,Low,1,Low,0,1,690,0,11.0,33.58277777777778,0
Male,25 - 45,African-American,0,2,0,0,1,-1.0,1.0,F,Aggravated Assault W/Dead Weap,0,0,2,Low,2,Low,1,83,897,0,84.0,2009.1272222222221,0
Male,25 - 45,African-American,0,5,0,0,0,-1.0,1.0,F,Crim Use of Personal ID Info,0,0,5,Medium,4,Low,0,0,1077,0,1.0,22.925833333333333,0
Female,25 - 45,Caucasian,0,5,0,0,10,-1.0,1.0,F,Felony Committing Prostitution,1,0,5,Medium,2,Low,10,5,465,1,6.0,142.23777777777778,1
Male,Greater than 45,African-American,0,4,0,0,0,-1.0,1.0,F,Grand Theft (Motor Vehicle),1,0,4,Low,2,Low,0,0,138,1,87.0,28.14611111111111,1
Male,Less than 25,African-American,0,6,0,0,5,0.0,1.0,F,"Poss3,4 Methylenedioxymethcath",0,0,6,Medium,4,Low,5,0,444,0,2.0,-3.7594444444444446,0
Male,Less than 25,African-American,0,10,1,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,10,High,8,High,1,0,4,1,1.0,27.440277777777776,1
Male,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,1,1,1,Low,2,Low,0,0,110,1,6.0,19.276944444444446,1
Male,Less than 25,Caucasian,0,5,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,5,Medium,4,Low,1,0,403,0,1.0,23.5925,0
Male,25 - 45,African-American,1,9,2,2,22,-34.0,15.0,M,Possess Cannabis/20 Grams Or Less,1,1,9,High,9,High,22,0,83,0,19.0,21.448611111111113,1
Male,Greater than 45,Hispanic,0,2,0,0,5,59.0,549.0,F,Possession Of Heroin,0,0,2,Low,2,Low,5,0,59,0,24.0,583.1097222222222,0
Female,Greater than 45,Caucasian,0,1,0,0,1,-30.0,30.0,F,arrest case no charge,0,0,1,Low,1,Low,1,0,820,0,1.0,718.1788888888889,0
Male,25 - 45,African-American,0,10,1,0,17,-1.0,1.0,F,Driving While License Revoked,1,0,10,High,6,Medium,17,14,175,1,15.0,364.98777777777775,1
Male,25 - 45,African-American,0,4,0,0,0,-1.0,1.0,F,Possession of Cocaine,1,0,4,Low,2,Low,0,0,194,1,71.0,30.644444444444446,1
Male,Greater than 45,African-American,0,1,0,0,8,-1.0,1.0,F,Driving While License Revoked,1,0,1,Low,1,Low,8,1,163,0,0.0,55.840555555555554,1
Male,25 - 45,African-American,0,9,0,0,10,-82.0,82.0,F,Agg Fleeing/Eluding High Speed,1,0,9,High,7,Medium,10,0,516,1,157.0,1971.0672222222222,1
Male,Greater than 45,Caucasian,0,1,0,0,2,-30.0,30.0,M,DUI Level 0.15 Or Minor In Veh,0,0,1,Low,1,Low,2,0,448,0,49.0,668.8583333333333,0
Male,25 - 45,Hispanic,0,2,0,0,1,-41.0,41.0,M,Operating W/O Valid License,0,0,2,Low,3,Low,1,0,742,0,1.0,22.524444444444445,0
Male,25 - 45,African-American,0,10,0,0,13,-1.0,1.0,F,Felony Battery,1,1,10,High,7,Medium,13,0,472,1,475.0,11399.976388888888,1
